,Word,Counts
147,across street,0.127208480565371
148,full,0.1254416961130742
149,laundry,0.1254416961130742
150,Greenlake,0.1254416961130742
151,right,0.12367491166077739
152,townhouse,0.12367491166077739
153,top floor,0.12367491166077739
154,full bathroom,0.12190812720848057
155,Children Hospital,0.12190812720848057
156,hardwood floor,0.12190812720848057
157,heart Capitol,0.12190812720848057
158,comfy,0.12014134275618374
159,sq ft,0.12014134275618374
160,min walk,0.12014134275618374
161,conveniently located,0.12014134275618374
162,Columbia City,0.12014134275618374
163,built,0.1166077738515901
164,everything,0.1166077738515901
165,window,0.1166077738515901
166,Free parking,0.1166077738515901
167,private bathroom,0.1166077738515901
168,nightlife,0.11484098939929328
169,amazing,0.11484098939929328
170,relax,0.11484098939929328
171,vintage,0.11484098939929328
172,restaurants shops,0.11484098939929328
173,huge,0.11307420494699646
174,block away,0.11130742049469965
175,great restaurants,0.11130742049469965
176,shared,0.10954063604240283
177,car,0.10954063604240283
178,live,0.10954063604240283
179,big,0.10954063604240283
180,located quiet,0.10954063604240283
181,neighborhood Seattle,0.10954063604240283
182,feature,0.10777385159010601
183,yet,0.10600706713780919
184,fun,0.10600706713780919
185,night,0.10600706713780919
186,close downtown,0.10600706713780919
187,love,0.10424028268551237
188,bus ride,0.10424028268551237
189,min,0.10247349823321555
190,kitchenette,0.10247349823321555
191,transit,0.10247349823321555
192,bus downtown,0.10247349823321555
193,bedroom bath,0.10247349823321555
194,stadium,0.10070671378091872
195,one Seattle,0.10070671378091872
196,South Lake,0.10070671378091872
197,minutes away,0.10070671378091872
198,light,0.0989399293286219
199,wonderful,0.0989399293286219
